inflows_active_annual_income,inflows_livret_A,inflows_livret_LDDS,inflows_livret_LEP,inflows_annual_rate_livret_A,inflows_annual_rate_livret_LDDS,inflows_annual_rate_livret_LEP,inflows_max_livret_A,inflows_max_livret_LDDS,inflows_max_livret_LEP,inflows_starting_assets,inflows_monthly_pension,inflows_premium,strategy_saving_plan,misc_food_beverages,misc_sports,misc_arts,misc_nightlife,misc_phone_internet_and_so,outflows_rent,outflows_credit_card_payment,outflows_medical_insurance,outflows_pension_contribution,outflows_misc,outflows_retirement_medical_expenses,outflows_retirement_misc,variables_start_date,variables_date_of_birth,variables_state,variables_years,variables_retirement_year,variables_tax_on_active_income_gains,variables_avg_ann_income_raise,variables_avg_ann_inflation,variables_tax_on_investment_gains,variables_avg_monthly_market_returns,variables_avg_monthly_market_volatility
73080.0,23925.375,12390.0,10833.333333333321,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1522.4999999999998,30.449999999999996,355.24999999999994,0.0,324.79999999999995,850.0,2000.0,02/01/2026,10/19/1992,updated,50.0,36.0,0.0,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,23982.75,12420.0,10874.999999999987,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,03/01/2026,10/19/1992,updated,50.0,36.0,0.0,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24040.125,12450.0,10916.666666666653,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,04/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24097.5,12480.0,10958.33333333332,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,05/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24154.875,12510.0,10999.999999999985,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,06/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24212.25,12540.0,11041.666666666652,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,07/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24269.625,12570.0,11083.333333333318,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,08/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24327.0,12600.0,11124.999999999984,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,09/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24384.375,12630.0,11166.66666666665,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,10/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24441.75,12660.0,11208.333333333316,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,11/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24499.125,12690.0,11249.999999999982,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,12/01/2026,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24556.5,12720.0,11291.666666666648,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,01/01/2027,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
74176.2,24613.875,12750.0,11333.333333333314,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1545.3374999999996,30.90674999999999,360.5787499999999,0.0,329.6719999999999,850.0,2000.0,02/01/2027,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
75288.843,24671.25,12780.0,11374.99999999998,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,1000.0,100.0,100.0,300.0,100.0,1568.5175624999995,31.370351249999988,365.9874312499999,0.0,334.6170799999999,850.0,2000.0,03/01/2027,10/19/1992,updated,50.0,36.0,0.2,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,24728.625,12810.0,11416.666666666646,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,04/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,24786.0,12840.0,11458.333333333312,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,05/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,24843.375,12870.0,11499.999999999978,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,06/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,24900.75,12900.0,11541.666666666644,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,07/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,24958.125,12930.0,11583.33333333331,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,08/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,25015.5,12960.0,11624.999999999976,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,09/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,25072.875,12990.0,11666.666666666642,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,10/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,25130.25,13020.0,11708.333333333308,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,11/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,25187.625,13050.0,11749.999999999975,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,12/01/2027,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,25245.0,13080.0,11791.66666666664,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,01/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
33600.0,25302.375,13110.0,11833.333333333307,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,800.0,31.370351249999988,60.0,0.0,334.6170799999999,850.0,2000.0,02/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25359.75,13140.0,11874.999999999973,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,03/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25417.125,13170.0,11916.666666666639,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,04/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25474.5,13200.0,11958.333333333305,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,05/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25531.875,13230.0,11999.99999999997,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,06/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25589.25,13260.0,12041.666666666637,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,07/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25646.625,13290.0,12083.333333333303,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,08/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25704.0,13320.0,12124.999999999969,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,09/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25761.375,13350.0,12166.666666666635,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,10/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25818.75,13380.0,12208.333333333301,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,11/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25876.125,13410.0,12249.999999999967,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,12/01/2028,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25933.5,13440.0,12291.666666666633,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,01/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34104.0,25990.875,13470.0,12333.3333333333,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,811.9999999999999,31.840906518749986,60.89999999999999,0.0,339.63633619999985,850.0,2000.0,02/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34615.56,26048.25,13500.0,12374.999999999965,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,824.1799999999998,32.31852011653123,61.81349999999998,0.0,344.7308812429998,850.0,2000.0,03/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34615.56,26105.625,13530.0,12416.666666666631,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,824.1799999999998,32.31852011653123,61.81349999999998,0.0,344.7308812429998,850.0,2000.0,04/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34615.56,26163.0,13560.0,12458.333333333298,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,824.1799999999998,32.31852011653123,61.81349999999998,0.0,344.7308812429998,850.0,2000.0,05/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34615.56,26220.375,13590.0,12499.999999999964,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,824.1799999999998,32.31852011653123,61.81349999999998,0.0,344.7308812429998,850.0,2000.0,06/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34615.56,26277.75,13620.0,12541.66666666663,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,824.1799999999998,32.31852011653123,61.81349999999998,0.0,344.7308812429998,850.0,2000.0,07/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34615.56,26335.125,13650.0,12583.333333333296,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,824.1799999999998,32.31852011653123,61.81349999999998,0.0,344.7308812429998,850.0,2000.0,08/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34615.56,26392.5,13680.0,12624.999999999962,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,824.1799999999998,32.31852011653123,61.81349999999998,0.0,344.7308812429998,850.0,2000.0,09/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
34615.56,26449.875,13710.0,12666.666666666628,0.03,0.03,0.05,22950.0,12000.0,10000.0,0.0,3000.0,0.0,44950.0,400.0,50.0,100.0,300.0,100.0,824.1799999999998,32.31852011653123,61.81349999999998,0.0,344.7308812429998,850.0,2000.0,10/01/2029,10/19/1992,updated,50.0,36.0,0.25,0.015,0.015,0.2,0.0105316978963805,0.0428644829716139
